idno,tc0093,tc0094,tc0096,tc0098,tc0101,tc0113,tc0114,tc0115,tc0116,tc0117,tc0118,tc0163,tc0165,tc0183,tc0189,tc0190,tc0193,tc0196,tc0200,tc0203,tc0204,tc0206,tc0207,tc0219,tc0221,tc0222,tc0224,tc0225,tc0226,tc0227,tc0628,tc0629,tc0630,tc0632,tc0636,tc0637,tc0645,tc0648,tc0649,tc0651,tc0653,tc0654,tc0655,tc0656,tc0657,tc0658,tc0659,tc0661,tc0664
tokens,16906,21707,17069,14364,23165,15291,14644,14217,15260,12137,15322,19911,19018,18701,20238,18591,19055,24756,19338,14201,21104,28537,17440,20684,20178,17801,21632,21768,21649,19096,16960,18166,14787,17528,10849,15902,9837,10913,15865,17945,18585,17585,15311,18093,13063,18563,17621,16873,16048
