	docprops1	docprops2	relfreqs1	relfreqs2	devprops1	devprops2	meanrelfreqs	sd0	sd2	sr0	sr2	sg0	sg2	dd0	dd2	dr0	dr2	dg0	dg2
nouveau	0.88	0.7604166666666666	0.6799999999999999	0.5972222222222222	0.12000000000000001	0.23958333333333337	0.6143250688705234	0.11958333333333337	0.11224826230982402	-0.03794825852899203	0.03979032845466595	-0.04963438917607346	-0.0588420240888252	-0.35395833323400183	-0.1323895266409454	-0.3539583330987808	-0.11847844002599717	-0.35395833332982385	-0.12903028879579315
furieux	0.28	0.16145833333333334	0.10666666666666665	0.07118055555555554	0.72	0.8385416666666665	0.07851239669421489	0.11854166666666668	0.15271451091665536	-0.053113001037748006	0.02227794916286657	-0.049272185005450636	-0.04254454301050929	-0.3539583331844817	-0.04491278701138829	-0.3539583330246348	-0.08051504995578784	-0.353958333327317	-0.11023416217325532
sage	0.18	0.0625	0.060000000000000005	0.024305555555555556	0.8199999999999998	0.9375	0.03168044077134986	0.1175	0.16223186031102774	-0.05304619600466979	0.023662474488467707	-0.04890998083482795	-0.04056092408530094	-0.35395833308613334	0.03231387533526581	-0.3539583328248076	-0.05062793503084928	-0.3539583333272047	-0.1080836135965777
redoutable	0.34	0.22395833333333334	0.14666666666666664	0.09027777777777778	0.66	0.7760416666666666	0.1019283746556474	0.11604166666666668	0.14418867090836104	-0.04641022938556659	0.03847591622297144	-0.04840289499595598	-0.04294692775398193	-0.35395833320302633	-0.07158141758930364	-0.35395833299866253	-0.05102130417315354	-0.35395833332737425	-0.11086108675719075
meurtrier	0.12	0.005208333333333333	0.04666666666666667	0.001736111111111111	0.88	0.9947916666666663	0.011019283746556474	0.11479166666666667	0.16595191312269034	-0.05008450620486869	0.03225314767711374	-0.047968249991208536	-0.03893102031519148	-0.35395833135573335	0.13873940167487248	-0.35395832779605335	0.005349516541190313	-0.35395833332713506	-0.10644472044389497
coupable	0.5	0.3854166666666667	0.22666666666666666	0.26909722222222227	0.5	0.6145833333333335	0.2603305785123967	0.11458333333333331	0.12991184529704408	-0.0780980834090024	-0.038161132523507134	-0.04789580915708416	-0.0457961812323256	-0.35395833322198195	-0.10567544455244993	-0.35395833315981484	-0.19151186419180094	-0.3539583333276329	-0.11421740343124243
paternel	0.14	0.026041666666666668	0.04666666666666667	0.010416666666666666	0.8599999999999999	0.9739583333333335	0.01790633608815427	0.11395833333333334	0.16240188996804367	-0.05286804924979453	0.02451924218014752	-0.047678486654710535	-0.03901531843202452	-0.3539583328718933	0.08505094315722334	-0.3539583324104533	-0.03528666459804419	-0.3539583333271463	-0.10659093933458108
impatient	0.18	0.06770833333333333	0.060000000000000005	0.022569444444444444	0.8199999999999998	0.9322916666666666	0.0303030303030303	0.11229166666666666	0.15565830673094463	-0.05248948739568462	0.02518534479677189	-0.04709895998171404	-0.03918914143496339	-0.3539583331051487	0.01787278020796268	-0.3539583327856902	-0.04412781481825351	-0.35395833332717047	-0.10689150262106084
misérable	0.2	0.08854166666666667	0.07333333333333333	0.034722222222222224	0.8	0.9114583333333334	0.04269972451790634	0.11145833333333334	0.1524529954460986	-0.052110925541574704	0.025836744018525287	-0.04680919664521577	-0.03927877547724587	-0.35395833313945096	-0.004505136389929831	-0.35395833289826134	-0.05139863735521116	-0.35395833332718335	-0.10704600842559697
longue	0.24	0.13020833333333334	0.11333333333333333	0.050347222222222224	0.76	0.8697916666666665	0.06336088154269973	0.10979166666666665	0.14634877195996773	-0.04429473667142294	0.045394703320345474	-0.046229669972219264	-0.039463778996133486	-0.3539583331751253	-0.03699293622189875	-0.3539583328696202	-0.006923062393247803	-0.353958333327211	-0.10736389695215687
insolent	0.24	0.13020833333333334	0.09999999999999999	0.05381944444444445	0.76	0.8697916666666665	0.06336088154269973	0.10979166666666665	0.14634877195996773	-0.04968367600639938	0.03153563947344067	-0.046229669972219264	-0.039463778996133486	-0.3539583331751253	-0.03699293622189875	-0.35395833295057205	-0.047737429022746414	-0.353958333327211	-0.10736389695215687
présent	0.26	0.15104166666666666	0.09999999999999999	0.059027777777777776	0.7399999999999999	0.8489583333333333	0.0674931129476584	0.10895833333333335	0.14344023751533008	-0.051353801833354876	0.027097338109516443	-0.04593990663572112	-0.039559272125810896	-0.3539583331855816	-0.04914184568556351	-0.3539583329843451	-0.06266711242860229	-0.3539583333272258	-0.10752746188325935
impie	0.14	0.03125	0.08666666666666667	0.012152777777777776	0.8599999999999999	0.96875	0.027548209366391182	0.10875000000000001	0.15561599196792258	-0.040598191507761415	0.05676985742907359	-0.045867465801596584	-0.03766768083766291	-0.35395833294879997	0.06433559489004653	-0.353958331864259	0.08118188917967206	-0.3539583333271131	-0.10542327768312454
attentif	0.14	0.03125	0.04666666666666667	0.010416666666666666	0.8600000000000001	0.9687500000000002	0.01790633608815427	0.10875000000000001	0.15561599196792258	-0.05286804924979453	0.02451924218014752	-0.045867465801596584	-0.037667680837662955	-0.35395833294879997	0.06433559489004653	-0.3539583324104533	-0.03528666459804419	-0.3539583333271131	-0.10542327768312454
simple	0.16	0.052083333333333336	0.05333333333333333	0.01909722222222222	0.8399999999999999	0.9479166666666669	0.026170798898071623	0.10791666666666666	0.15230980429869873	-0.053513831236217335	0.02255832569308179	-0.04557770246509843	-0.037740011350405694	-0.3539583330696533	0.030174230132961888	-0.3539583327580315	-0.05022479838571081	-0.35395833332712423	-0.10555724639456832
peut	0.16	0.052083333333333336	0.060000000000000005	0.017361111111111112	0.8399999999999999	0.9479166666666669	0.026170798898071623	0.10791666666666666	0.15230980429869873	-0.05081936156872911	0.029768127108296724	-0.04557770246509843	-0.037740011350405694	-0.3539583330696533	0.030174230132961888	-0.3539583326213973	-0.023474819375736256	-0.35395833332712423	-0.10555724639456832
il	0.92	0.8125	0.9133333333333332	0.5920138888888888	0.07999999999999996	0.18749999999999997	0.6584022038567493	0.10750000000000004	0.10105753565667808	0.038543504345570134	0.16420507802271359	-0.04543282079684921	-0.05545486955751219	-0.35395833323614356	-0.13728050700148858	-0.3539583330155255	-0.026114371465370545	-0.35395833333034377	-0.12619028191241555
triste	0.8	0.6927083333333334	0.64	0.5121527777777778	0.20000000000000007	0.30729166666666663	0.5385674931129477	0.10729166666666667	0.10611628094768363	-0.023496103039737037	0.06806706518196172	-0.045360379962724615	-0.05122879533733356	-0.3539583332342055	-0.1326249244339226	-0.3539583330759101	-0.09169012508072238	-0.35395833332877297	-0.12117861957719933
sanglant	0.36	0.2552083333333333	0.15333333333333335	0.10069444444444445	0.6399999999999999	0.7447916666666665	0.1115702479338843	0.10479166666666667	0.13016613755494932	-0.047612719980974536	0.035145058033092993	-0.04449108995322996	-0.04006937814406612	-0.3539583332122558	-0.08818593737153502	-0.353958333019645	-0.06297625861612177	-0.35395833332731236	-0.10839550021580746
redoublé	0.14	0.036458333333333336	0.04666666666666666	0.012152777777777776	0.86	0.9635416666666666	0.01928374655647383	0.10354166666666667	0.14886126494584043	-0.0534247578587797	0.022979718073263752	-0.04405644494848263	-0.036316646119480184	-0.3539583330037333	0.045199760605724004	-0.3539583325422933	-0.04265965460407606	-0.3539583333270795	-0.10425008631842103
heureux	0.92	0.8177083333333334	0.9066666666666667	0.782986111111111	0.07999999999999997	0.18229166666666669	0.8085399449035812	0.10229166666666667	0.0970583450300356	-0.024832203701301403	0.05555323884521726	-0.04362179994373532	-0.053282368857266865	-0.3539583332367626	-0.13866412787001975	-0.3539583330947935	-0.11444701957198006	-0.35395833333025833	-0.1241116617693988
lent	0.18	0.078125	0.060000000000000005	0.02604166666666666	0.8199999999999998	0.921875	0.03305785123966942	0.101875	0.14259870502311295	-0.05360290461365495	0.02214195392698199	-0.04347691827548625	-0.03643499771296025	-0.35395833313557334	-0.008480428291639142	-0.3539583328587093	-0.05694917913405645	-0.3539583333271008	-0.1044899779076548
obéissant	0.12	0.020833333333333332	0.04	0.006944444444444444	0.88	0.9791666666666665	0.013774104683195591	0.09916666666666667	0.14530812784695965	-0.05389239309032724	0.021859448987666567	-0.04253518743186691	-0.034918359777854485	-0.3539583328389333	0.06400211693883412	-0.3539583321467733	-0.04185560727820109	-0.35395833332703613	-0.10296930282704375
antique	0.12	0.020833333333333332	0.06666666666666667	0.006944444444444444	0.8800000000000001	0.9791666666666664	0.019283746556473833	0.09916666666666667	0.14530812784695965	-0.04534134885631506	0.04464541628365532	-0.042535187431866836	-0.0349183597778544	-0.3539583328389333	0.06400211693883412	-0.35395833135573335	0.04551365735950519	-0.35395833332703613	-0.10296930282704364
fertile	0.12	0.020833333333333332	0.04666666666666666	0.006944444444444444	0.88	0.9791666666666665	0.01515151515151515	0.09916666666666667	0.14530812784695965	-0.0517546320318242	0.027605524628850145	-0.04253518743186691	-0.034918359777854485	-0.3539583328389333	0.06400211693883412	-0.3539583319490133	-0.019823169646675853	-0.35395833332703613	-0.10296930282704375
voisin	0.12	0.020833333333333332	0.04666666666666666	0.006944444444444444	0.88	0.9791666666666666	0.015151515151515152	0.09916666666666667	0.14530812784695965	-0.0517546320318242	0.027605524628850145	-0.04253518743186695	-0.034918359777854485	-0.3539583328389333	0.06400211693883412	-0.3539583319490133	-0.019823169646675853	-0.35395833332703613	-0.10296930282704375
salutaire	0.14	0.041666666666666664	0.04666666666666667	0.013888888888888888	0.8599999999999999	0.9583333333333335	0.020661157024793386	0.09833333333333336	0.142137423843345	-0.053981466467764874	0.021442595346401097	-0.042245424095368835	-0.03496219710725052	-0.3539583330449333	0.027469241126937438	-0.3539583326411733	-0.04980805598392063	-0.35395833332704546	-0.10307132416185405
crédule	0.18	0.08333333333333333	0.060000000000000005	0.029513888888888888	0.8199999999999998	0.9166666666666667	0.03581267217630854	0.09666666666666666	0.13611214184939635	-0.054716321831625295	0.019107933117799847	-0.041665897422372374	-0.035052600276714356	-0.35395833314793335	-0.02053621439567621	-0.3539583329145474	-0.06908381094267785	-0.3539583333270654	-0.10328047666446916
