	docprops1	docprops2	relfreqs1	relfreqs2	devprops1	devprops2	meanrelfreqs	sd0	sd2	sr0	sr2	sg0	sg2	dd0	dd2	dr0	dr2	dg0	dg2
implorer	0.3	0.109375	0.13999999999999999	0.038194444444444434	0.7	0.8906249999999998	0.05922865013774105	0.190625	0.2393138616401227	0.2362247044110959	0.2661434499979136	-0.06078438741780068	-0.046647638958361576	-0.3997916664763809	0.10700580586572572	-0.39979166625055423	0.21062257149141306	-0.39979166665998994	-0.12554010590186793
daigner	0.58	0.390625	0.3266666666666666	0.17881944444444445	0.42000000000000004	0.609375	0.20936639118457298	0.18937499999999996	0.19768002061619483	0.24626467712596628	0.2844018624815166	-0.060257433097724786	-0.05753502318026585	-0.39979166656365867	-0.05539579158657587	-0.39979166645928377	0.10846665393891974	-0.39979166666081173	-0.1377209369652611
rassurer	0.34	0.15104166666666666	0.11333333333333334	0.05902777777777778	0.66	0.8489583333333333	0.07024793388429752	0.18895833333333337	0.23044600580767294	0.22586672351068662	0.23546683836750534	-0.06008178165769944	-0.04750485417429924	-0.39979166651050113	0.058010380451437915	-0.399791666448703	0.045107537232882855	-0.39979166666006255	-0.12661660250238083
condamner	0.62	0.4322916666666667	0.3533333333333333	0.22916666666666666	0.37999999999999995	0.5677083333333335	0.2548209366391185	0.1877083333333333	0.19139931810517588	0.24110082992269205	0.2689430739386183	-0.0595548273376236	-0.05882865127296796	-0.39979166656716786	-0.06534582297667352	-0.3997916664916353	0.046795340362768556	-0.39979166666098054	-0.1393288808888783
demeurer	0.52	0.3333333333333333	0.23333333333333334	0.15625	0.48000000000000004	0.6666666666666666	0.1721763085399449	0.1866666666666667	0.2020737228351491	0.23083370850386534	0.24605264895655302	-0.05911569873756019	-0.05380022261273355	-0.39979166655844167	-0.04142417383163244	-0.3997916664971394	0.021929564832941173	-0.3997916666605503	-0.13379321419828993
fuir	0.7	0.515625	0.7333333333333334	0.37152777777777773	0.3	0.4843750000000001	0.4462809917355372	0.18437499999999996	0.17974277419993284	0.29292102091859934	0.36935167735222163	-0.05814961581742102	-0.061628835656210953	-0.3997916665724848	-0.08106171948717028	-0.3997916664425919	0.16695713707385507	-0.3997916666614053	-0.14281125758655067
observer	0.34	0.15625	0.13999999999999999	0.06597222222222221	0.66	0.8437499999999999	0.081267217630854	0.18375000000000002	0.2239847232737553	0.23016740563892674	0.2475951097385925	-0.05788613865738293	-0.045766077050482926	-0.39979166651570663	0.04777316388122688	-0.3997916664257595	0.08776517549401042	-0.39979166666002175	-0.12512781595829237
accomplir	0.24	0.057291666666666664	0.09333333333333332	0.01909722222222222	0.7599999999999999	0.9427083333333335	0.03443526170798897	0.18270833333333333	0.23965378699323617	0.23021283537971798	0.24965062713556266	-0.057447010057319794	-0.04212390468156695	-0.39979166637604846	0.18763433666486018	-0.39979166611185013	0.1677708825252069	-0.3997916666598182	-0.1212097638436973
cacher	0.88	0.6979166666666666	0.8	0.5277777777777777	0.12	0.3020833333333333	0.584022038567493	0.18208333333333337	0.16170752268317656	0.2733862323783538	0.31919892688226953	-0.0571835328972817	-0.07162934660403139	-0.399791666579192	-0.10206198760572316	-0.3997916664945901	0.04846123908674649	-0.39979166666329213	-0.15443510267924343
éprouver	0.38	0.19791666666666666	0.15333333333333335	0.08159722222222221	0.6199999999999999	0.8020833333333333	0.09641873278236913	0.18208333333333335	0.21585033736054837	0.22966767849022277	0.24558231692835303	-0.05718353289728173	-0.04662391611199146	-0.39979166653346665	0.014993354955909255	-0.3997916664533405	0.06532625436192607	-0.3997916666601002	-0.12621369148598172
environner	0.28	0.09895833333333333	0.10666666666666665	0.034722222222222224	0.7199999999999999	0.9010416666666666	0.049586776859504134	0.1810416666666667	0.2303897048874746	0.22971310823101404	0.24753183020300978	-0.056744404297218456	-0.04285901658136337	-0.3997916664703719	0.10876076211647823	-0.39979166631792484	0.12802790327291336	-0.3997916666598786	-0.12214716645648771
revoir	0.42	0.23958333333333334	0.20666666666666667	0.10243055555555555	0.5800000000000001	0.7604166666666667	0.12396694214876033	0.18041666666666664	0.20818312575596268	0.2367547180536607	0.26419431163941115	-0.056480927137180434	-0.047521391609201616	-0.3997916665450493	-0.009617272767204421	-0.3997916664376201	0.11135243570213205	-0.3997916666601873	-0.12735012751479502
devancer	0.2	0.020833333333333332	0.08	0.006944444444444444	0.8	0.9791666666666665	0.02203856749311295	0.17916666666666667	0.2423049840661964	0.2299554001819008	0.24940659527923212	-0.0559539728171044	-0.03979329248243053	-0.3997916660006667	0.2900195999358839	-0.39979166535888483	0.19518123562070966	-0.39979166665972615	-0.11893516267927517
entretenir	0.34	0.16145833333333334	0.12000000000000001	0.06770833333333334	0.66	0.8385416666666665	0.07851239669421486	0.17854166666666668	0.21755017347052047	0.22542756934970434	0.23394206562979133	-0.05569049565706642	-0.04402263456791333	-0.39979166652057635	0.03794225629397585	-0.39979166646546943	0.03205832190028135	-0.3997916666599805	-0.12363149694933406
dévorer	0.34	0.16145833333333334	0.12	0.059027777777777776	0.66	0.8385416666666667	0.07162534435261708	0.17854166666666668	0.21755017347052047	0.2273204752160072	0.23968194558617603	-0.05569049565706652	-0.044022634567913374	-0.39979166652057635	0.03794225629397585	-0.39979166643588165	0.06258801850761808	-0.3997916666599805	-0.12363149694933406
interrompre	0.22	0.041666666666666664	0.07333333333333333	0.013888888888888888	0.7799999999999999	0.9583333333333334	0.026170798898071623	0.17833333333333334	0.23740717357012547	0.22698732378353792	0.24023733043873471	-0.055602669937053886	-0.040125675263077636	-0.39979166630036667	0.21941796126899105	-0.3997916660672667	0.1259784829595446	-0.3997916666597525	-0.11936271095999962
épouvanter	0.28	0.10416666666666667	0.12000000000000001	0.03993055555555555	0.72	0.8958333333333333	0.056473829201101916	0.17583333333333334	0.22364834856303864	0.23148486812187352	0.2524624941624092	-0.05454876129690191	-0.041165555566969374	-0.39979166648018666	0.09446141037245892	-0.39979166632550617	0.14306259579801417	-0.3997916666598391	-0.12070054841832634
irriter	0.54	0.3645833333333333	0.24	0.16493055555555552	0.46	0.6354166666666665	0.1804407713498623	0.17541666666666672	0.18761326874087267	0.23039455434288308	0.24459214918727995	-0.05437310985687653	-0.05048116408023515	-0.39979166656391235	-0.05647489709802389	-0.3997916665014732	0.014525073476188366	-0.3997916666605169	-0.13110032522425263
apaiser	0.3	0.125	0.1333333333333333	0.04687499999999999	0.7	0.8749999999999998	0.06473829201101929	0.175	0.21934916553801448	0.2328780468394724	0.2561519682521028	-0.05419745841685121	-0.0415271977766278	-0.3997916665001667	0.06834827922527531	-0.39979166634375757	0.14872480424884582	-0.39979166665987076	-0.12116588754914315
ordonner	0.68	0.5052083333333334	0.37333333333333335	0.265625	0.32	0.49479166666666674	0.2878787878787878	0.17479166666666668	0.17242546664647426	0.23751188040018184	0.25864091588117566	-0.05410963269683866	-0.056670014299611327	-0.39979166657328935	-0.08343136108437271	-0.39979166650711156	0.013729139843430715	-0.3997916666611727	-0.13814861941786882
fouler	0.2	0.026041666666666668	0.06666666666666667	0.008680555555555556	0.8	0.9739583333333334	0.02066115702479339	0.17395833333333335	0.2350948252599608	0.22666931559799902	0.23945942514271984	-0.05375832981678799	-0.038163543387699825	-0.39979166613386663	0.2590048038329812	-0.3997916657948121	0.13167344353250743	-0.399791666659689	-0.11755275844505375
agiter	0.36	0.1875	0.15333333333333335	0.07465277777777778	0.64	0.8125	0.0909090909090909	0.1725	0.20722256632944774	0.23118200318326507	0.250116695767272	-0.05314354977669937	-0.04266070111410411	-0.39979166653346665	0.012956509228297719	-0.39979166643349623	0.08865592822527568	-0.3997916666599753	-0.12262463818592395
