	docprops1	docprops2	relfreqs1	relfreqs2	devprops1	devprops2	meanrelfreqs	sd0	sd2	sr0	sr2	sg0	sg2	dd0	dd2	dr0	dr2	dg0	dg2
regard	0.72	0.4427083333333333	0.44000000000000006	0.20833333333333334	0.27999999999999997	0.5572916666666667	0.256198347107438	0.27729166666666666	0.2570356176698404	0.2182253080502083	0.19681296988369537	-0.03276820251784662	-0.036022018741962314	-0.37270833320652863	0.026710225064493165	-0.3727083332377185	-0.06776249984457161	-0.3727083333285366	-0.12179285714942323
champ	0.38	0.10416666666666667	0.18666666666666668	0.04687500000000001	0.62	0.8958333333333334	0.07575757575757576	0.2758333333333333	0.31971055003585325	0.1865809622414806	0.1386362129754736	-0.03207726729261187	-0.010927071239236794	-0.3727083330489034	0.3140846982057083	-0.3727083331530495	-0.005218026135044795	-0.3727083333267258	-0.09486697403750788
cours	0.64	0.3645833333333333	0.37999999999999995	0.21354166666666669	0.36	0.6354166666666666	0.24793388429752067	0.2754166666666667	0.2677739142399856	0.1957657156734922	0.14384753142569662	-0.03187985722825906	-0.028507421535517247	-0.3727083331964648	0.054434459633783794	-0.372708333252771	-0.113225632090804	-0.37270833332792436	-0.11383924483800978
chère	0.3	0.036458333333333336	0.15333333333333335	0.013888888888888888	0.7	0.9635416666666665	0.04269972451790634	0.2635416666666667	0.32323197697664674	0.18646136909783462	0.14219269804589976	-0.026253670394204787	-0.0020905777043190993	-0.37270833269176196	0.5191968431616081	-0.3727083328335285	0.06314330139693392	-0.37270833332639747	-0.08649914584081597
mer	0.34	0.078125	0.16	0.034722222222222224	0.66	0.9218749999999999	0.06060606060606061	0.261875	0.3112400099933986	0.18158196883707842	0.12616804035023715	-0.025464030136793644	-0.003605447227621919	-0.37270833299401335	0.35914946972017336	-0.3727083331247192	-0.008088381290412228	-0.3727083333264982	-0.08826597597960162
fuite	0.48	0.21875	0.21999999999999997	0.11631944444444446	0.52	0.78125	0.1377410468319559	0.26125	0.28066810077622195	0.17414327530229812	0.09839503896870547	-0.02516791504026454	-0.01149151049010931	-0.37270833316224766	0.13393601508685948	-0.37270833324770813	-0.11853938702278205	-0.3727083333269787	-0.09681376850590662
enfance	0.36	0.09895833333333333	0.16666666666666666	0.03645833333333333	0.6399999999999999	0.9010416666666666	0.06336088154269973	0.26104166666666667	0.30552359709267235	0.1832801914768514	0.13070961053464455	-0.02506921000808819	-0.004387769101843034	-0.37270833304969125	0.30439640767607146	-0.37270833312637486	-0.002873445067903102	-0.3727083333265521	-0.08917907213537657
trace	0.32	0.0625	0.1133333333333333	0.020833333333333332	0.6799999999999999	0.9375	0.03994490358126721	0.2575	0.3102684416566537	0.1702923760768974	0.09536184387790594	-0.023391224461089558	-0.0009755294843232093	-0.37270833293413336	0.4002936017948958	-0.3727083330870527	-0.0439568926849096	-0.37270833332640846	-0.0858304545700761
cour	0.76	0.5052083333333334	0.74	0.5486111111111112	0.23999999999999994	0.49479166666666674	0.5881542699724518	0.25479166666666664	0.2295308756888144	0.20435250338727395	0.13235783910400997	-0.02210805904279653	-0.029429312355762516	-0.37270833321604263	-0.0008784264908009431	-0.3727083332722675	-0.1717738754196062	-0.37270833332870246	-0.11703461798103898
famille	0.42	0.17708333333333334	0.17333333333333334	0.08506944444444443	0.58	0.8229166666666666	0.10330578512396695	0.24291666666666664	0.2705546476738512	0.1688333397244164	0.08632026157715095	-0.01648187220874224	-0.0009310817721246423	-0.37270833314840984	0.157090130248994	-0.372708333241089	-0.11710350149311416	-0.3727083333266044	-0.08709628287898918
esclave	0.56	0.3177083333333333	0.3933333333333333	0.14583333333333334	0.43999999999999995	0.6822916666666667	0.19696969696969696	0.24229166666666674	0.24552648424863144	0.22367875540046517	0.21883812734261748	-0.016185757112213123	-0.009013898574405571	-0.37270833319590385	0.05460550626837424	-0.3727083332112278	-0.009216002019751757	-0.3727083333271765	-0.09596277972841061
mortel	0.44	0.19791666666666666	0.2333333333333333	0.10069444444444445	0.56	0.8020833333333333	0.128099173553719	0.24208333333333334	0.2657963375179895	0.1841173434823733	0.12623848742786506	-0.01608705208003662	-0.0017218468373973589	-0.3727083331599965	0.13496954520247484	-0.3727083332284268	-0.07682615970661655	-0.3727083333266677	-0.08803243090311352
chemin	0.46	0.21875	0.2733333333333333	0.08159722222222221	0.54	0.7812499999999999	0.12121212121212122	0.24125000000000002	0.26117422372056914	0.20447209653091997	0.1814799902873971	-0.015692231951331043	-0.002531011979933301	-0.37270833316937624	0.11578340169981849	-0.37270833318168123	0.011419597916598967	-0.37270833332673436	-0.08899075628919029
douleur	0.88	0.640625	0.7866666666666666	0.5017361111111112	0.12000000000000001	0.359375	0.5606060606060606	0.239375	0.20126666842669902	0.23657089628550237	0.1976552385039181	-0.014803886661743607	-0.03314194377030749	-0.3727083332262309	-0.031952245929919965	-0.3727083332623516	-0.13740507972662214	-0.3727083333301454	-0.12290724631673078
palais	0.52	0.28125	0.34666666666666657	0.1579861111111111	0.48000000000000004	0.71875	0.19696969696969702	0.23875000000000002	0.2480688068936482	0.20341967686683526	0.16860757674934387	-0.01450777156521442	-0.005075567847273865	-0.3727083331891778	0.07100884931098839	-0.37270833323399327	-0.06714633133100767	-0.3727083333269575	-0.09200675621363974
foule	0.32	0.08333333333333333	0.1333333333333333	0.029513888888888888	0.6799999999999999	0.9166666666666666	0.05096418732782369	0.2366666666666667	0.28308746674185853	0.1741911125597565	0.10582356083800734	-0.01352072124345055	0.006529895947825562	-0.37270833303393336	0.3034098532979451	-0.37270833312880963	-0.03673647500403021	-0.3727083333262511	-0.07958596091768189
humain	0.3	0.06770833333333333	0.12666666666666668	0.026041666666666668	0.7	0.9322916666666667	0.04683195592286502	0.23229166666666667	0.2817217828899388	0.17309085563821347	0.10298677798085146	-0.011447915567746408	0.009053150228583384	-0.3727083329878718	0.33774989140180556	-0.3727083331131295	-0.03700430654235898	-0.372708333326165	-0.07724588897748275
ennemi	0.84	0.609375	0.8066666666666668	0.42881944444444453	0.15999999999999998	0.3906250000000001	0.5068870523415978	0.23062499999999997	0.19775867418998608	0.268574021525168	0.26688577371713773	-0.010658275310335294	-0.02505518848274084	-0.37270833322585645	-0.030540779791482953	-0.3727083332481704	-0.09096692210462137	-0.3727083333294228	-0.11495264627220692
tombeau	0.38	0.15104166666666666	0.1933333333333333	0.08159722222222222	0.6199999999999999	0.8489583333333333	0.10468319559228649	0.22895833333333335	0.26127223176841424	0.176917836234885	0.10875889804240017	-0.009868635052924138	0.00642902215082268	-0.3727083331371747	0.17223244231841794	-0.3727083332260672	-0.08526948940964463	-0.372708333326361	-0.08038954600578196
joug	0.42	0.19791666666666666	0.16666666666666666	0.08680555555555555	0.58	0.8020833333333333	0.10330578512396696	0.22208333333333333	0.245792802287931	0.16593918564818355	0.07818609690237058	-0.006611368991103234	0.0070240237604553835	-0.3727083331678755	0.11520482946008959	-0.3727083332464108	-0.1286129682495445	-0.3727083333264296	-0.08037872671328117
présence	0.6	0.3802083333333333	0.25999999999999995	0.19444444444444442	0.4	0.6197916666666667	0.20798898071625346	0.21979166666666666	0.21594604820801655	0.16101194812996894	0.059138414898571315	-0.005525613637162988	-0.0021643015412829147	-0.3727083332102923	0.01556802987678596	-0.372708333272798	-0.17937345350926814	-0.3727083333271718	-0.09071488531479976
vainqueur	0.6	0.3802083333333333	0.42000000000000004	0.296875	0.4	0.6197916666666667	0.32231404958677684	0.21979166666666666	0.21594604820801655	0.18084049134647331	0.10163070116183448	-0.005525613637162988	-0.0021643015412829147	-0.3727083332102923	0.01556802987678596	-0.37270833326928515	-0.1628923742302258	-0.3727083333271718	-0.09071488531479976
serment	0.5	0.28125	0.25999999999999995	0.13368055555555552	0.5	0.71875	0.15977961432506887	0.21875	0.22905926238025912	0.18194074826801637	0.11739425464656333	-0.005032088476281005	0.004110357880751328	-0.37270833319472224	0.05584499467530257	-0.3727083332452819	-0.10604538566859717	-0.37270833332669184	-0.08389481164949109
porte	0.38	0.16145833333333334	0.25333333333333335	0.06944444444444445	0.6199999999999999	0.8385416666666665	0.10743801652892562	0.21854166666666666	0.24858353009090506	0.20176929148452072	0.17623123548834912	-0.0049333834441046	0.010342597789531158	-0.37270833314983015	0.14759573890817446	-0.3727083331681805	0.019980097874602976	-0.37270833332627434	-0.07708290634957926
promesse	0.38	0.16145833333333334	0.15333333333333335	0.06770833333333334	0.6199999999999999	0.8385416666666665	0.08539944903581267	0.21854166666666666	0.24858353009090506	0.16792443183270692	0.08501987996840331	-0.0049333834441046	0.010342597789531158	-0.37270833314983015	0.14759573890817446	-0.3727083332308093	-0.10813867710266595	-0.37270833332627434	-0.07708290634957926
empire	0.78	0.5625	0.72	0.3420138888888889	0.22	0.43749999999999994	0.4201101928374656	0.21750000000000003	0.19223312510345855	0.2686218587826264	0.2813470478050889	-0.004439858283222645	-0.01369377834254805	-0.3727083332252167	-0.0282504293244073	-0.3727083332380274	-0.05986567338636284	-0.3727083333285325	-0.10379716864982047
univers	0.46	0.24479166666666666	0.36	0.12847222222222224	0.5399999999999999	0.7552083333333333	0.1763085399449036	0.21520833333333336	0.23125053547629018	0.21817747079274985	0.20848941817388844	-0.003354102929282385	0.007648571114596367	-0.37270833318681845	0.07395541606485456	-0.3727083332064734	-0.005260086884379012	-0.37270833332650677	-0.08034823459612661
race	0.34	0.125	0.19333333333333333	0.06423611111111112	0.66	0.8749999999999998	0.0909090909090909	0.21500000000000002	0.2515348302429611	0.18289749341718425	0.12669372092178544	-0.003255397897105869	0.013524457791674521	-0.37270833312125834	0.1905357171081039	-0.37270833319707636	-0.04493338342596476	-0.37270833332613207	-0.07393537233109448
nous	0.62	0.40625	0.3733333333333333	0.234375	0.3799999999999999	0.59375	0.2630853994490358	0.21375	0.20715594054474518	0.18629393869673022	0.1193107444957951	-0.002663167704047703	-0.0008241559235914742	-0.37270833321434105	0.004113383962066841	-0.3727083332612198	-0.1385131127932201	-0.37270833332722314	-0.08985955789697908
lit	0.26	0.046875	0.12666666666666668	0.015624999999999997	0.74	0.953125	0.038567493112947666	0.213125	0.2649116180565044	0.17667864994759302	0.11424758869240997	-0.0023670526075184883	0.017655704424906535	-0.3727083329008667	0.36675204224351565	-0.37270833296632694	0.002293548460108541	-0.37270833332592096	-0.06960956787099892
premier	0.3	0.08854166666666667	0.1333333333333333	0.032986111111111105	0.7	0.9114583333333333	0.05371900826446281	0.2114583333333333	0.2546609777132547	0.17299518112329668	0.10210454468524935	-0.0015774123501073462	0.016577909916464212	-0.3727083330691569	0.2501502185386233	-0.37270833315033847	-0.04811648586084355	-0.3727083333260011	-0.07092714262537592
cruel	0.32	0.109375	0.12666666666666668	0.03993055555555555	0.6799999999999999	0.8906249999999999	0.05785123966942148	0.210625	0.24977642883774567	0.16830712989237406	0.08813333409394263	-0.001182592221401782	0.016021470510038827	-0.37270833310521906	0.20936604656896074	-0.37270833318972213	-0.08030943601063778	-0.372708333326044	-0.07160773803697995
bruit	0.58	0.3697916666666667	0.36000000000000004	0.19097222222222224	0.42000000000000004	0.6302083333333333	0.22589531680440772	0.21020833333333327	0.2086432710125771	0.19665070493647255	0.14836191900905601	-0.0009851821570489722	0.00309844436957607	-0.37270833321104324	0.013234669665903254	-0.3727083332479912	-0.10132298100338888	-0.3727083333269707	-0.08587271851061384
armée	0.46	0.25	0.2933333333333333	0.11979166666666666	0.5399999999999999	0.7499999999999999	0.15564738292011018	0.21000000000000002	0.22533538062542147	0.19820541580387033	0.16045185396439104	-0.0008864771248726089	0.009701626912778177	-0.37270833318987084	0.06633234706419322	-0.3727083332224756	-0.05085219501304988	-0.37270833332645936	-0.07859217735960988
soldat	0.46	0.25	0.2866666666666666	0.17187500000000003	0.54	0.7499999999999999	0.19559228650137742	0.21000000000000002	0.22533538062542147	0.17797025589896964	0.10397871787359636	-0.0008864771248725672	0.009701626912778177	-0.37270833318987084	0.06633234706419322	-0.3727083332578249	-0.1342426351579693	-0.37270833332645936	-0.07859217735960988
renommée	0.34	0.13020833333333334	0.13999999999999999	0.048611111111111105	0.66	0.8697916666666665	0.0674931129476584	0.20979166666666668	0.24504246303918065	0.16990967801723025	0.09204065025403786	-0.0007877720926961623	0.015452822964007365	-0.3727083331297414	0.17602890861601017	-0.3727083332029495	-0.08229419974080415	-0.37270833332608894	-0.0723035102296008
gage	0.36	0.15104166666666666	0.16666666666666666	0.05555555555555555	0.6399999999999999	0.8489583333333333	0.07851239669421486	0.20895833333333333	0.2404522010163569	0.17670256857632222	0.11051796068312464	-0.0003929519639906953	0.014871560878717743	-0.3727083331474989	0.14828250834275347	-0.37270833319751684	-0.06013291041647251	-0.37270833332613607	-0.0730149639662967
bienfait	0.42	0.21354166666666666	0.24666666666666667	0.08333333333333333	0.5800000000000001	0.7864583333333333	0.11707988980716252	0.20645833333333333	0.22748087270498493	0.19468937738067837	0.1559423300214608	0.0007915084221260665	0.01304774336747938	-0.37270833317998214	0.08742667489411371	-0.3727083331993277	-0.024351731487094075	-0.37270833332629244	-0.07524880461306727
malheureux	0.42	0.21354166666666666	0.20666666666666667	0.08506944444444443	0.58	0.7864583333333333	0.11019283746556473	0.20645833333333333	0.22748087270498493	0.18031428151443096	0.11763090591905685	0.000791508422126011	0.01304774336747938	-0.37270833317998214	0.08742667489411371	-0.3727083332233497	-0.07619264329425884	-0.37270833332629244	-0.07524880461306727
mois	0.3	0.09375	0.12000000000000001	0.03819444444444444	0.7	0.90625	0.055096418732782364	0.20625	0.2479698929183377	0.16660890725260108	0.08337704904878052	0.0008902134543023604	0.018471277496188696	-0.3727083330838334	0.23118782117711634	-0.3727083331910964	-0.08668929608187204	-0.372708333325959	-0.06932819363110632
rivage	0.24	0.036458333333333336	0.12000000000000001	0.01909722222222222	0.76	0.9635416666666667	0.03994490358126722	0.20354166666666665	0.2562030725897256	0.17318653015313026	0.10387930659294237	0.00217337887259543	0.02185489429239222	-0.3727083328200762	0.3841885801524041	-0.3727083330488595	-0.024588221305276936	-0.37270833332580294	-0.06588313859972228
innocence	0.44	0.23958333333333334	0.22000000000000003	0.1371527777777778	0.56	0.7604166666666666	0.15426997245179064	0.20041666666666666	0.21744322614300995	0.16696768668353903	0.07781733785331424	0.003653954355241351	0.014453154748262254	-0.37270833319014207	0.06440975337562638	-0.3727083332607145	-0.14895372918693417	-0.37270833332630243	-0.07427742636048618
mur	0.38	0.18229166666666666	0.14666666666666664	0.09375000000000001	0.6199999999999999	0.8177083333333333	0.10468319559228649	0.19770833333333335	0.22351747160894045	0.1566587577012551	0.051832880785743336	0.004937119773534351	0.018233236053404045	-0.37270833317080193	0.1037560419684902	-0.3727083332625076	-0.1649948987573931	-0.37270833332609454	-0.07036816861849915
frein	0.2	0.005208333333333333	0.07333333333333333	0.001736111111111111	0.8	0.9947916666666663	0.01652892561983471	0.19479166666666667	0.25249604174096507	0.1630928688294091	0.07556649375429147	0.006318990224004034	0.026416940580595738	-0.37270833033933337	0.5161821392607795	-0.3727083314210366	-0.0561399174077617	-0.3727083333256556	-0.0616784977794298
détour	0.28	0.08854166666666667	0.12000000000000001	0.03125	0.72	0.9114583333333333	0.049586776859504134	0.19145833333333334	0.23264263158711251	0.16900077012552078	0.09079233848019042	0.007898270738826096	0.02464728999218077	-0.37270833308676865	0.21730669217062448	-0.3727083331594882	-0.0661956453078042	-0.3727083333257916	-0.06389881434719658
ouvrage	0.44	0.25	0.1933333333333333	0.10243055555555555	0.5599999999999999	0.7499999999999999	0.12121212121212122	0.19	0.20558996273670327	0.16974224761612589	0.08758175812804128	0.00858920596406082	0.018553510643781204	-0.37270833319610835	0.049380416348705714	-0.37270833324788405	-0.12455773624483596	-0.3727083333262048	-0.07074736478771149
trépas	0.6	0.4114583333333333	0.37999999999999995	0.234375	0.4	0.5885416666666666	0.2644628099173554	0.18854166666666666	0.18397590236276615	0.18859012705473313	0.12478097731450508	0.009280141189295557	0.011227359783516369	-0.37270833321963714	-0.011412035458173375	-0.3727083332599321	-0.1343058130075671	-0.37270833332684467	-0.07906576429240553
moment	0.88	0.6927083333333334	0.9466666666666667	0.6319444444444444	0.12000000000000002	0.30729166666666663	0.696969696969697	0.18729166666666663	0.15614993782659692	0.2468319880103279	0.20158612042294885	0.00987237138235389	-0.0066029962373748	-0.37270833323428376	-0.05649560643038115	-0.37270833326551467	-0.14911182282156182	-0.3727083333296051	-0.09940101212221242
