lemma	F	tc0093	tc0094	tc0096	tc0098	tc0101	tc0113	tc0114	tc0115	tc0116	tc0117	tc0118	tc0163	tc0165	tc0183	tc0189	tc0190	tc0193	tc0196	tc0200	tc0203	tc0204	tc0206	tc0207	tc0219	tc0221	tc0222	tc0224	tc0225	tc0226	tc0227	tc0628	tc0629	tc0630	tc0632	tc0636	tc0637	tc0645	tc0648	tc0649	tc0651	tc0653	tc0654	tc0655	tc0656	tc0657	tc0658	tc0659	tc0661	tc0664
tant_de fois	47	1	0	0	1	0	2	1	0	2	2	1	0	0	0	2	3	0	1	1	1	1	1	3	0	0	1	2	0	0	1	1	0	0	1	0	0	0	0	2	2	2	1	3	0	2	2	0	3	1
tant_de gloire	21	1	2	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	1	1	0	1	0	0	0
tant_de vertu	18	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	2	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
tant_de haine	16	0	1	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0
tant_de soin	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	4	0	1	0	0	0
tant_de charme	14	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5
tant_de fureur	14	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
tant_de roi	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	1	1	2	0	0	0
tant_de bonté	13	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0
tant_de mal	12	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1
